SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,3418 26th St #8,SAN FRANCISCO,CA,94110,949000,2,2.0,SAN FRANCISCO,795,3969,2014,1,1194,615,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/3418-26th-St-94110/unit-8/home/110052013,MLSListings,ML81679903,N,Y,37.7491644,-122.4190008
MLS Listing,,Single Family Residential,224 Roanoke St,SAN FRANCISCO,CA,94131,1349000,2,1.0,SAN FRANCISCO,857,1824,1928,4,1574,,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/224-Roanoke-St-94131/home/809507,MLSListings,ML81679955,N,Y,37.7352096,-122.4301253
MLS Listing,,Single Family Residential,2767 37th Ave,SAN FRANCISCO,CA,94116,1249000,3,2.0,SAN FRANCISCO,1723,3000,1947,7,725,,Active,,,http://www.redfin.com/CA/San-Francisco/2767-37th-Ave-94116/home/1478066,MLSListings,ML81679550,N,Y,37.7353501,-122.4947599
MLS Listing,,Condo/Co-op,700 Illinois St #6,SAN FRANCISCO,CA,94107,799000,1,2.0,SAN FRANCISCO,913,9081,2002,7,875,609,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/700-Illinois-St-94107/unit-6/home/12397500,MLSListings,ML81679645,N,Y,37.7629429,-122.3879704
MLS Listing,,Condo/Co-op,55 Page St #622,SAN FRANCISCO,CA,94102,1195000,2,2.0,SAN FRANCISCO,990,25801,2008,13,1207,567,Active,,,http://www.redfin.com/CA/San-Francisco/55-Page-St-94102/unit-622/home/17306886,MLSListings,ML81679029,N,Y,37.7739816,-122.421936
MLS Listing,,Condo/Co-op,1800 Bryant St #116,San Francisco,CA,94110,849000,1,2.0,San Francisco County,976,,2000,28,870,495,Active,,,http://www.redfin.com/CA/San-Francisco/1800-Bryant-St-94110/unit-116/home/1973015,BAREIS,21721314,N,Y,37.7640901,-122.4109297
MLS Listing,,Condo/Co-op,855 Folsom St #341,San Francisco,CA,94107,849000,1,1.5,San Francisco County,,55687,2001,45,,523,Active,,,http://www.redfin.com/CA/San-Francisco/855-Folsom-St-94107/unit-341/home/12397486,BAREIS,21719773,N,Y,37.7807737,-122.4021633
MLS Listing,,Condo/Co-op,333 Main St Unit 7A,San Francisco,CA,94105,1199000,2,2.0,South Beach,1107,,2008,1,1083,912,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/333-Main-St-94105/unit-7A/home/21966972,San Francisco MLS,463540,N,Y,37.7890189,-122.3912082
MLS Listing,,Single Family Residential,67 Arago St,San Francisco,CA,94112,1295000,4,4.0,Mission Terrace,1816,1698,1930,1,713,,Active,,,http://www.redfin.com/CA/San-Francisco/67-Arago-St-94112/home/1130880,San Francisco MLS,463364,N,Y,37.7271614,-122.4432667
MLS Listing,,Single Family Residential,659 Mangels Ave,San Francisco,CA,94127,1695000,4,4.0,Sunnyside,,2495,1927,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/659-Mangels-Ave-94127/home/1612759,San Francisco MLS,463462,N,Y,37.732818,-122.452515
MLS Listing,,Single Family Residential,931 Athens St,SAN FRANCISCO,CA,94112,999000,2,1.0,SAN FRANCISCO,1267,2495,1925,1,788,,Active,October-7-2017 01:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/931-Athens-St-94112/home/1114431,MLSListings,ML81680416,N,Y,37.7142499,-122.433674
MLS Listing,,Single Family Residential,501 Crescent Ave,San Francisco,CA,94110,750000,2,1.0,Bernal Heights,960,1750,1905,1,781,,Active,,,http://www.redfin.com/CA/San-Francisco/501-Crescent-Ave-94110/home/764857,San Francisco MLS,463531,N,Y,37.7350226,-122.4160712
MLS Listing,,Condo/Co-op,715 Page St,San Francisco,CA,94117,1249000,2,2.0,Hayes Valley,1254,,1912,1,996,470,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/715-Page-St-94117/home/12402527,San Francisco MLS,463527,N,Y,37.772567,-122.432674
MLS Listing,,Single Family Residential,15 Athens St,San Francisco,CA,94112,749000,2,1.0,Excelsior,949,1298,1946,1,789,,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/15-Athens-St-94112/home/1232416,San Francisco MLS,463376,N,Y,37.7276968,-122.4236523
MLS Listing,,Multi-Family (2-4 Unit),1848-1850 Green St,San Francisco,CA,94123,4650000,4,,Pacific Heights,7195,40333,2019,1,646,,Active,,,http://www.redfin.com/CA/San-Francisco/1850-Green-St-94123/home/1909379,San Francisco MLS,463515,N,Y,37.7924269,-122.4382307
MLS Listing,,Single Family Residential,168 Concord St,San Francisco,CA,94112,725000,2,1.0,Crocker Amazon,1025,1873,1927,1,707,,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/168-Concord-St-94112/home/916549,San Francisco MLS,462935,N,Y,37.7112572,-122.4424994
MLS Listing,,Single Family Residential,1347 31st,SAN FRANCISCO,CA,94122,1497000,3,2.0,SAN FRANCISCO,1490,3000,1936,1,1005,,Active,,,http://www.redfin.com/CA/San-Francisco/1347-31st-Ave-94122/home/1385716,MLSListings,ML81679422,N,Y,37.7620876,-122.4901818
MLS Listing,,Vacant Land,1098 Valencia St,San Francisco,CA,94110,9990000,,,Mission Dolores,,10113,,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/1098-Valencia-St-94110/home/143986252,San Francisco MLS,463505,N,Y,37.7555324,-122.4212981
MLS Listing,,Condo/Co-op,1451 Shotwell St Unit 1/2,San Francisco,CA,94110,950000,2,1.0,Bernal Heights,,,1900,1,,,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1451-Shotwell-St-94110/unit-1-2/home/143985977,San Francisco MLS,463502,N,Y,37.7459142,-122.4148589
MLS Listing,,Condo/Co-op,30 Kent St,San Francisco,CA,94133,849000,1,1.5,Russian Hill,,,1907,1,,375,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/30-Kent-St-94133/home/52208333,San Francisco MLS,463196,N,Y,37.800271,-122.4130483
MLS Listing,,Condo/Co-op,401 Harrison Unit 21G,San Francisco,CA,94105,1025000,1,1.0,South Beach,759,,2014,2,1350,1068,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-21G/home/143983934,San Francisco MLS,463485,N,Y,37.7865463,-122.3920492
MLS Listing,,Condo/Co-op,348 Church #101,San Francisco,CA,94114,1195000,2,2.0,Eureka Valley/Dolore,1073,,1995,2,1114,453,Active,October-7-2017 01:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/348-Church-St-94114/unit-101/home/1750881,San Francisco MLS,462821,N,Y,37.765397,-122.4290488
MLS Listing,,Condo/Co-op,1236 Willard St,San Francisco,CA,94117,1095000,2,1.25,Parnassus/Ashbury Heights,,,1900,2,,200,Active,October-5-2017 05:30 PM,October-5-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/1236-Willard-St-94117/home/108981791,San Francisco MLS,463453,N,Y,37.7656524,-122.4545033
MLS Listing,,Single Family Residential,20 Burr Ave,San Francisco,CA,94134,649000,4,2.5,Visitacion Valley,1728,1372,1963,2,376,,Active,October-8-2017 01:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/20-Burr-Ave-94134/home/791666,San Francisco MLS,463463,N,Y,37.7098297,-122.4147046
MLS Listing,,Multi-Family (2-4 Unit),3933-3941 Mission St,San Francisco,CA,94112,1275000,4,4.0,Bernal Heights,3098,,1951,3,412,,Active,October-5-2017 04:00 AM,October-5-2017 05:00 PM,http://www.redfin.com/CA/San-Francisco/3941-Mission-St-94112/home/1828956,San Francisco MLS,463448,N,Y,37.7345829,-122.4251609
MLS Listing,,Single Family Residential,2279 29th Ave,San Francisco,CA,94116,999000,2,1.0,Parkside,1360,2996,1926,3,735,,Active,October-8-2017 02:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2279-29th-Ave-94116/home/658772,San Francisco MLS,463443,N,Y,37.7448652,-122.4868504
MLS Listing,,Single Family Residential,621 Shields St,SAN FRANCISCO,CA,94132,850000,2,1.0,SAN FRANCISCO,1000,2500,1941,3,850,,Active,October-7-2017 01:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/621-Shields-St-94132/home/828756,MLSListings,ML81680092,N,Y,37.7177562,-122.4684677
MLS Listing,,Condo/Co-op,74 New Montgomery St #613,San Francisco,CA,94105,799000,1,1.0,Yerba Buena,,,1914,3,,804,Active,October-7-2017 10:00 AM,October-7-2017 12:00 PM,http://www.redfin.com/CA/San-Francisco/74-New-Montgomery-St-94105/unit-613/home/17305969,San Francisco MLS,463441,N,Y,37.7876853,-122.4010321
MLS Listing,,Multi-Family (2-4 Unit),1373-1377 Haight St,San Francisco,CA,94117,2350000,8,2.0,Haight Ashbury,5620,2495,1902,3,418,,Active,,,http://www.redfin.com/CA/San-Francisco/1377-Haight-St-94117/home/143974379,San Francisco MLS,463393,N,Y,37.7701004,-122.4448172
MLS Listing,,Multi-Family (2-4 Unit),2343 19th Ave,San Francisco,CA,94116,1390000,5,2.0,Parkside,2175,3000,1924,3,639,,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2343-19th-Ave-94116/home/113844008,San Francisco MLS,463435,N,Y,37.7440847,-122.4760203
MLS Listing,,Condo/Co-op,887 Hayes St,San Francisco,CA,94117,789000,1,1.0,Alamo Square,769,,1890,3,1026,160,Active,October-8-2017 02:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/887-Hayes-St-94117/home/40142326,San Francisco MLS,463434,N,Y,37.775686,-122.43085
MLS Listing,,Vacant Land,131 Edgehill,San Francisco,CA,94127,695000,,,Forest Hill Extension,,4329,,3,,,Active,,,http://www.redfin.com/CA/San-Francisco/131-Edgehill-Way-94127/home/143973408,San Francisco MLS,463433,N,Y,37.7432212,-122.4600467
MLS Listing,,Single Family Residential,111 Gates St,San Francisco,CA,94110,995000,3,2.0,Bernal Heights,1207,1746,1964,3,824,,Active,,,http://www.redfin.com/CA/San-Francisco/111-Gates-St-94110/home/1264746,San Francisco MLS,463432,N,Y,37.7411589,-122.4137463
MLS Listing,,Condo/Co-op,1450 Post St #1005,SAN FRANCISCO,CA,94109,260000,1,1.0,SAN FRANCISCO,535,26443,1992,3,486,306,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-1005/home/572806,MLSListings,ML81680062,N,Y,37.7863607,-122.4258197
MLS Listing,,Condo/Co-op,25 Sierra St #304,San Francisco,CA,94107,1349000,2,2.5,Potrero Hill,2047,,2006,3,659,763,Active,October-5-2017 05:00 PM,October-5-2017 06:30 PM,http://www.redfin.com/CA/San-Francisco/25-Sierra-St-94107/unit-304/home/12402350,San Francisco MLS,463430,N,Y,37.7582115,-122.3954971
MLS Listing,,Single Family Residential,2168 17th Ave,San Francisco,CA,94116,1888000,7,5.0,Inner Parkside,3010,3600,1925,3,627,,Active,October-8-2017 02:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2168-17th-Ave-94116/home/1693508,San Francisco MLS,463429,N,Y,37.747513,-122.4735947
MLS Listing,,Single Family Residential,3973-3975 Clay St,San Francisco,CA,94118,4895000,8,4.25,Presidio Heights,5040,3209,1911,3,971,,Active,,,http://www.redfin.com/CA/San-Francisco/3975-Clay-St-94118/home/589043,San Francisco MLS,463428,N,Y,37.7873845,-122.4586713
MLS Listing,,Condo/Co-op,2100 Green St #404,San Francisco,CA,94123,2995000,2,2.0,Pacific Heights,,,1927,3,,1211,Active,,,http://www.redfin.com/CA/San-Francisco/2100-Green-St-94123/unit-404/home/12400995,San Francisco MLS,463373,N,Y,37.7965625,-122.4339368
MLS Listing,,Condo/Co-op,2274 Bay St,San Francisco,CA,94123,1575000,2,2.0,Marina,,,1935,3,,285,Active,October-7-2017 01:00 PM,October-7-2017 05:00 PM,http://www.redfin.com/CA/San-Francisco/2274-Bay-St-94123/home/1252481,San Francisco MLS,463412,N,Y,37.801855,-122.4444877
MLS Listing,,Condo/Co-op,1915 Stockton St,San Francisco,CA,94133,2295000,3,2.0,Telegraph Hill,1515,,1906,3,1515,,Active,,,http://www.redfin.com/CA/San-Francisco/1915-Stockton-St-94133/home/113600953,San Francisco MLS,463426,N,Y,37.803497,-122.410067
MLS Listing,,Multi-Family (5+ Unit),101 Balboa #113,San Francisco,CA,94118,2195000,8,,Inner Richmond,6325,2374,1906,3,347,,Active,October-5-2017 03:30 PM,October-5-2017 05:00 PM,http://www.redfin.com/CA/San-Francisco/101-Balboa-St-94118/unit-113/home/143972049,San Francisco MLS,463424,N,Y,37.777258,-122.4601257
MLS Listing,,Condo/Co-op,2145 Jackson St,San Francisco,CA,94115,2400000,3,3.0,Pacific Heights,2100,,,3,1143,350,Active,October-8-2017 02:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2145-Jackson-St-94115/home/564539,San Francisco MLS,463423,N,Y,37.792737,-122.430313
MLS Listing,,Condo/Co-op,103 12th Ave,San Francisco,CA,94118,899000,1,1.0,Lake,1109,,1911,3,811,219,Active,October-8-2017 02:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/103-12th-Ave-94118/home/1732227,San Francisco MLS,463148,N,Y,37.7861393,-122.4712018
MLS Listing,,Condo/Co-op,725 Tehama St #1,San Francisco,CA,94103,1150000,1,2.0,South of Market,1324,,2000,3,869,350,Active,October-8-2017 02:00 PM,October-8-2017 04:30 PM,http://www.redfin.com/CA/San-Francisco/725-Tehama-St-94103/unit-1/home/12396881,San Francisco MLS,463422,N,Y,37.7752814,-122.4114484
MLS Listing,,Single Family Residential,2521 Octavia St,San Francisco,CA,94123,3895000,5,5.5,Pacific Heights,3700,2813,1900,3,1053,,Active,October-15-2017 11:00 AM,October-15-2017 01:00 PM,http://www.redfin.com/CA/San-Francisco/2521-Octavia-St-94123/home/564949,San Francisco MLS,463411,N,Y,37.795828,-122.428808
MLS Listing,,Multi-Family (5+ Unit),240 St Josephs Ave,San Francisco,CA,94115,7188888,26,,Anza Vista,10433,5998,1963,3,689,,Active,,,http://www.redfin.com/CA/San-Francisco/240-Saint-Joseph-s-Ave-94115/home/1217770,San Francisco MLS,463272,N,Y,37.7817869,-122.4413233
MLS Listing,,Multi-Family (5+ Unit),1600 Larkin St,San Francisco,CA,94109,6988000,17,,Nob Hill,9090,3545,1964,3,769,,Active,October-5-2017 02:00 PM,October-5-2017 03:00 PM,http://www.redfin.com/CA/San-Francisco/1600-Larkin-St-94109/home/1425320,San Francisco MLS,463417,N,Y,37.792747,-122.419137
MLS Listing,,Condo/Co-op,2066 Green St,San Francisco,CA,94123,3995000,3,3.0,Pacific Heights,2479,,1948,3,1612,1200,Active,October-8-2017 02:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2066-Green-St-94123/home/1243608,San Francisco MLS,463145,N,Y,37.796672,-122.433164
MLS Listing,,Condo/Co-op,690 Market St #504,San Francisco,CA,94104,1750000,2,2.5,Financial District,1695,,,3,1032,2842,Active,,,http://www.redfin.com/CA/San-Francisco/690-Market-St-94104/unit-504/home/21967262,San Francisco MLS,463414,N,Y,37.7883046,-122.4032778
MLS Listing,,Condo/Co-op,2830 22nd St #3,San Francisco,CA,94110,1150000,2,1.5,Inner Mission,,,1900,3,,100,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2830-22nd-St-94110/unit-3/home/91165567,San Francisco MLS,463415,N,Y,37.7560911,-122.4109985
MLS Listing,,Condo/Co-op,690 Market St #203,San Francisco,CA,94104,1249000,1,1.5,Financial District,1320,,,3,946,2762,Active,,,http://www.redfin.com/CA/San-Francisco/690-Market-St-94104/unit-203/home/21967162,San Francisco MLS,463413,N,Y,37.7883046,-122.4032778
MLS Listing,,Multi-Family (2-4 Unit),127 Corbett Ave,San Francisco,CA,94114,1895000,3,3.5,Corona Heights,1800,1733,1937,3,1053,,Active,October-5-2017 05:30 PM,October-5-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/127-Corbett-Ave-94114/home/672303,San Francisco MLS,463274,N,Y,37.7615407,-122.4408925
MLS Listing,,Multi-Family (2-4 Unit),584-586 Mississippi St,San Francisco,CA,94107,1500000,,,Potrero Hill,1800,2495,1927,4,833,,Active,,,http://www.redfin.com/CA/San-Francisco/586-Mississippi-St-94107/home/113654811,San Francisco MLS,463407,N,Y,37.759006,-122.3944644
MLS Listing,,Multi-Family (5+ Unit),3983-3985 17th St,San Francisco,CA,94114,3850000,,,Eureka Valley/Dolore,5776,2495,1925,4,667,,Active,,,http://www.redfin.com/CA/San-Francisco/3985-17th-St-94114/home/143965582,San Francisco MLS,463403,N,Y,37.7623487,-122.4348035
MLS Listing,,Condo/Co-op,1235 McAllister #112,San Francisco,CA,94115,588000,1,1.0,Western Addition,660,,2000,4,891,340,Active,,,http://www.redfin.com/CA/San-Francisco/1235-McAllister-St-94115/unit-112/home/2035924,San Francisco MLS,462990,N,Y,37.778246,-122.4326219
MLS Listing,,Condo/Co-op,77 Dow Pl #506,San Francisco,CA,94107,959000,1,1.5,Yerba Buena,1254,,2002,5,765,778,Active,October-5-2017 05:30 PM,October-5-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/77-Dow-Pl-94107/unit-506/home/1187024,San Francisco MLS,463387,N,Y,37.784208,-122.3967439
MLS Listing,,Condo/Co-op,420 Mission Bay Blvd #306,San Francisco,CA,94158,950000,1,1.0,Mission Bay,927,,2012,5,1025,735,Active,,,http://www.redfin.com/CA/San-Francisco/420-Mission-Bay-Blvd-N-94158/unit-306/home/40501026,San Francisco MLS,463390,N,Y,37.7712178,-122.3879252
MLS Listing,,Single Family Residential,625 Avalon Ave,San Francisco,CA,94112,825000,3,1.0,Excelsior,1205,2500,1955,5,685,,Active,,,http://www.redfin.com/CA/San-Francisco/625-Avalon-Ave-94112/home/1327693,San Francisco MLS,463392,N,Y,37.7254429,-122.4271911
MLS Listing,,Condo/Co-op,1695 18th St #304,San Francisco,CA,94107,690000,1,1.5,Potrero Hill,715,,1996,5,965,318,Active,October-5-2017 05:30 PM,October-5-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/1695-18th-St-94107/unit-304/home/1487433,San Francisco MLS,463388,N,Y,37.7620832,-122.3990138
MLS Listing,,Single Family Residential,538 28th St,San Francisco,CA,94131,5650000,5,5.0,Noe Valley,4785,2848,1910,5,1181,,Active,October-8-2017 02:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/538-28th-St-94131/home/804000,San Francisco MLS,463280,N,Y,37.74509,-122.434297
MLS Listing,,Condo/Co-op,338 Potrero Ave #708,San Francisco,CA,94103,1099000,2,2.0,Inner Mission,,,2016,5,,633,Active,October-7-2017 12:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/338-Potrero-Ave-94103/unit-708/home/143950558,San Francisco MLS,463386,N,Y,37.7651466,-122.4078174
MLS Listing,,Single Family Residential,178 Denslowe Dr,San Francisco,CA,94132,1950000,3,2.0,Lakeside,1756,3855,1942,5,1110,,Active,,,http://www.redfin.com/CA/San-Francisco/178-Denslowe-Dr-94132/home/836173,San Francisco MLS,462893,N,Y,37.7216719,-122.4747501
MLS Listing,,Single Family Residential,42 Caine Ave,San Francisco,CA,94112,525000,2,1.0,Ingleside,770,2495,1911,6,682,,Active,October-8-2017 02:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/42-Caine-Ave-94112/home/823821,San Francisco MLS,463384,N,Y,37.7175865,-122.450598
MLS Listing,,Condo/Co-op,3062 Market St,San Francisco,CA,94114,1049000,2,1.0,Corona Heights,,,1890,6,,,Active,,,http://www.redfin.com/CA/San-Francisco/3062-Market-St-94114/home/1678295,San Francisco MLS,463367,N,Y,37.7612477,-122.442584
MLS Listing,,Condo/Co-op,3062 Market St Unit A,San Francisco,CA,94114,549000,0,1.0,Corona Heights,,,1890,6,,,Active,,,http://www.redfin.com/CA/San-Francisco/3062-Market-St-94114/unit-A/home/143943211,San Francisco MLS,463370,N,Y,37.7612477,-122.442584
MLS Listing,,Multi-Family (2-4 Unit),471-473 Lombard St,San Francisco,CA,94133,3495000,4,3.5,Telegraph Hill,,3436,1908,6,,,Active,October-7-2017 01:00 PM,October-7-2017 03:00 PM,http://www.redfin.com/CA/San-Francisco/473-Lombard-St-94133/home/1722246,San Francisco MLS,463378,N,Y,37.8029549,-122.4091317
MLS Listing,,Single Family Residential,471 Lombard St,San Francisco,CA,94133,3495000,4,3.5,Telegraph Hill,,3436,1908,6,,,Active,October-7-2017 01:00 PM,October-7-2017 03:00 PM,http://www.redfin.com/CA/San-Francisco/471-Lombard-St-94133/home/108964525,San Francisco MLS,463369,N,Y,37.803025,-122.409142
MLS Listing,,Condo/Co-op,3038 Steiner St,San Francisco,CA,94123,2880000,3,2.0,Cow Hollow,,,1915,6,,,Active,,,http://www.redfin.com/CA/San-Francisco/3038-Steiner-St-94123/home/1632754,San Francisco MLS,463353,N,Y,37.797481,-122.436984
