SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,942 Market St #402,San Francisco,CA,94102,599000,1,1.0,Downtown,658,,2007,14,910,579,Active,,,http://www.redfin.com/CA/San-Francisco/942-Market-St-94102/unit-402/home/23475123,San Francisco MLS,463004,N,Y,37.7836702,-122.4087914
MLS Listing,,Condo/Co-op,325 China Basin St #312,San Francisco,CA,94158,1250000,2,2.0,Mission Bay,1176,,2008,14,1063,866,Active,October-7-2017 01:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/325-China-Basin-St-94158/unit-312/home/21966592,San Francisco MLS,463014,N,Y,37.7719368,-122.3874363
MLS Listing,,Condo/Co-op,625 Broderick St,San Francisco,CA,94117,1195000,3,1.5,North Panhandle,1455,,1900,14,821,200,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/625-Broderick-St-94117/home/45445912,San Francisco MLS,462917,N,Y,37.7760857,-122.4399875
MLS Listing,,Condo/Co-op,55 Page St #320,San Francisco,CA,94102,336720,1,1.0,Hayes Valley,674,,2008,14,500,408,Active,October-8-2017 02:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/55-Page-St-94102/unit-320/home/17305738,San Francisco MLS,462899,N,Y,37.7739816,-122.421936
MLS Listing,,Condo/Co-op,338 Main St Unit 32E,San Francisco,CA,94105,3695000,3,3.0,South Beach,1791,,2016,14,2063,1176,Active,,,http://www.redfin.com/CA/San-Francisco/338-Main-St-94105/unit-32E/home/107354433,San Francisco MLS,463012,N,Y,37.7888208,-122.3912963
MLS Listing,,Single Family Residential,771 Teresita,San Francisco,CA,94127,1088000,2,1.0,Miraloma Park,1216,2495,1940,14,895,,Active,,,http://www.redfin.com/CA/San-Francisco/771-Teresita-Blvd-94127/home/1782822,San Francisco MLS,462945,N,Y,37.734946,-122.445505
MLS Listing,,Single Family Residential,52 Clipper St,San Francisco,CA,94114,1650000,2,2.0,Noe Valley,1122,2964,1902,14,1471,,Active,,,http://www.redfin.com/CA/San-Francisco/52-Clipper-St-94114/home/2005791,San Francisco MLS,461667,N,Y,37.749557,-122.4261669
MLS Listing,,Condo/Co-op,1 Crescent Way #1301,San Francisco,CA,94134,685000,2,2.0,Bayview,984,,2001,14,696,450,Active,,,http://www.redfin.com/CA/San-Francisco/1-Crescent-Way-94134/unit-1301/home/875585,EBRD/CCAR/Bay East,40797942,N,Y,37.71084,-122.390181
MLS Listing,,Condo/Co-op,318 Spear St Unit 3H,San Francisco,CA,94105,898000,1,1.0,South Beach,837,,2008,14,1073,880,Active,,,http://www.redfin.com/CA/San-Francisco/318-Spear-St-94105/unit-3H/home/21967034,San Francisco MLS,463007,N,Y,37.7897457,-122.3908558
MLS Listing,,Townhouse,1997 Eddy St,San Francisco,CA,94115,1495000,2,2.5,Anza Vista,1900,,1980,14,787,500,Active,,,http://www.redfin.com/CA/San-Francisco/1997-Eddy-St-94115/unit-1/home/1846762,San Francisco MLS,462947,N,Y,37.7802636,-122.4403007
MLS Listing,,Condo/Co-op,108 Fillmore St Unit B,San Francisco,CA,94117,1995000,3,3.0,Hayes Valley,2618,,1904,14,762,150,Active,,,http://www.redfin.com/CA/San-Francisco/108-Fillmore-St-94117/unit-B/home/1844579,San Francisco MLS,463006,N,Y,37.7704762,-122.4298761
MLS Listing,,Condo/Co-op,276 Crescent Ave,San Francisco,CA,94110,879000,2,1.5,Bernal Heights,,,1926,14,,342,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/276-Crescent-Ave-94110/home/55244500,San Francisco MLS,462878,N,Y,37.7349297,-122.4191696
MLS Listing,,Single Family Residential,1220 Naples St,SAN FRANCISCO,CA,94112,880000,3,1.0,SAN FRANCISCO,1610,2572,1928,14,547,,Active,,,http://www.redfin.com/CA/San-Francisco/1220-Naples-St-94112/home/1815532,MLSListings,ML81678835,N,Y,37.7116844,-122.4383104
MLS Listing,,Single Family Residential,1631 43rd Ave,San Francisco,CA,94122,879000,2,1.0,Outer Sunset,,2996,1940,14,,,Active,,,http://www.redfin.com/CA/San-Francisco/1631-43rd-Ave-94122/home/1789594,San Francisco MLS,462914,N,Y,37.7562046,-122.5026447
MLS Listing,,Single Family Residential,2587 18th Ave,San Francisco,CA,94116,1350000,3,2.0,Inner Parkside,1796,2996,1932,14,752,,Active,,,http://www.redfin.com/CA/San-Francisco/2587-18th-Ave-94116/home/904766,San Francisco MLS,462974,N,Y,37.7396503,-122.474684
MLS Listing,,Townhouse,1084 De Haro St,San Francisco,CA,94107,1680000,5,3.0,Potrero Hill,2354,,1986,14,714,82,Active,October-8-2017 02:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1084-De-Haro-St-94107/home/1301125,San Francisco MLS,462467,N,Y,37.756079,-122.401077
MLS Listing,,Single Family Residential,2114 32nd Ave,San Francisco,CA,94116,1490000,4,4.0,Parkside,2100,2375,1939,14,710,,Active,,,http://www.redfin.com/CA/San-Francisco/2114-32nd-Ave-94116/home/651580,San Francisco MLS,462987,N,Y,37.747696,-122.4897146
MLS Listing,,Condo/Co-op,333 1st St Unit N1803,San Francisco,CA,94105,855000,1,1.0,South Beach,713,,2004,14,1199,745,Active,,,http://www.redfin.com/CA/San-Francisco/333-1st-St-94105/unit-N1803/home/1432703,San Francisco MLS,462886,N,Y,37.7872383,-122.3940289
MLS Listing,,Multi-Family (2-4 Unit),620-22 Waller St,San Francisco,CA,94117,1695000,4,2.0,Hayes Valley,1848,,1900,14,917,,Active,,,http://www.redfin.com/CA/San-Francisco/622-Waller-St-94117/home/1995930,San Francisco MLS,462958,N,Y,37.7707999,-122.4340707
MLS Listing,,Condo/Co-op,333 Bush St #4103,San Francisco,CA,94104,3195000,2,2.0,Financial District,1852,,1987,14,1725,1578,Active,,,http://www.redfin.com/CA/San-Francisco/333-Bush-St-94104/unit-4103/home/551102,San Francisco MLS,462926,N,Y,37.7906431,-122.4030566
MLS Listing,,Single Family Residential,1483 Rhode Island St,San Francisco,CA,94107,999000,2,1.0,Potrero Hill,976,2495,1927,14,1024,,Active,,,http://www.redfin.com/CA/San-Francisco/1483-Rhode-Island-St-94107/home/1862253,San Francisco MLS,462954,N,Y,37.750955,-122.400933
MLS Listing,,Single Family Residential,338 Vernon St,San Francisco,CA,94132,899000,3,2.0,Merced Heights,1250,,1944,14,719,,Active,,,http://www.redfin.com/CA/San-Francisco/338-Vernon-St-94132/home/1096105,San Francisco MLS,462977,N,Y,37.7186287,-122.4678695
MLS Listing,,Condo/Co-op,201 Folsom St Unit 26C,San Francisco,CA,94105,2210000,2,2.0,South Beach,1400,,2017,14,1579,1099,Active,October-5-2017 11:00 AM,October-5-2017 05:00 PM,http://www.redfin.com/CA/San-Francisco/201-Folsom-St-94105/unit-26C/home/143850332,San Francisco MLS,462978,N,Y,37.7886997,-122.39226
MLS Listing,,Single Family Residential,590 30th St,San Francisco,CA,94131,1300000,3,2.0,Noe Valley,1481,1955,1964,14,878,,Active,,,http://www.redfin.com/CA/San-Francisco/590-30th-St-94131/home/1105138,San Francisco MLS,462960,N,Y,37.7420322,-122.4329168
MLS Listing,,Multi-Family (2-4 Unit),3177-3179 Mission St,San Francisco,CA,94110,1798000,5,3.0,Bernal Heights,3500,2100,1900,15,514,,Active,,,http://www.redfin.com/CA/San-Francisco/3179-Mission-St-94110/home/1868684,San Francisco MLS,462966,N,Y,37.7459934,-122.4192865
MLS Listing,,Townhouse,122 Coral Ct #30,San Francisco,CA,94124,799999,3,2.5,Hunters Point,1360,,1981,15,588,408,Active,,,http://www.redfin.com/CA/San-Francisco/122-Coral-Ct-94124/unit-30/home/1622134,San Francisco MLS,462782,N,Y,37.728218,-122.371737
MLS Listing,,Single Family Residential,2733 Noriega St,San Francisco,CA,94122,1188000,3,1.0,Central Sunset,1275,2321,1949,15,932,,Active,,,http://www.redfin.com/CA/San-Francisco/2733-Noriega-St-94122/home/884093,San Francisco MLS,462965,N,Y,37.7533029,-122.4931504
MLS Listing,,Single Family Residential,220 San Leandro Way,San Francisco,CA,94127,2049000,4,3.0,Balboa Terrace,,,1922,15,,17,Active,,,http://www.redfin.com/CA/San-Francisco/220-San-Leandro-Way-94127/home/1454474,San Francisco MLS,458479,N,Y,37.7327755,-122.4689177
MLS Listing,,Condo/Co-op,401 Harrison St Unit 18E,San Francisco,CA,94105,1890000,2,2.0,South Beach,1241,,2014,15,1523,1241,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-18E/home/143849070,San Francisco MLS,462962,N,Y,37.7865463,-122.3920492
MLS Listing,,Multi-Family (2-4 Unit),2222-2226 Irving St,San Francisco,CA,94122,1295000,2,1.0,Central Sunset,2955,3197,1921,15,438,,Active,,,http://www.redfin.com/CA/San-Francisco/2226-Irving-St-94122/home/143849041,San Francisco MLS,462959,N,Y,37.7634813,-122.4819613
MLS Listing,,Condo/Co-op,401 Harrison St Unit 7B,San Francisco,CA,94105,845000,1,1.0,South Beach,743,,2014,15,1137,1068,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-7B/home/143849015,San Francisco MLS,462956,N,Y,37.7865463,-122.3920492
MLS Listing,,Condo/Co-op,2390 Hyde St #2,San Francisco,CA,94109,2995000,3,2.0,Russian Hill,1909,,1979,15,1569,959,Active,October-5-2017 04:30 PM,October-5-2017 06:00 PM,http://www.redfin.com/CA/San-Francisco/2390-Hyde-St-94109/unit-2/home/102815362,San Francisco MLS,462924,N,Y,37.802772,-122.419498
MLS Listing,,Condo/Co-op,8 Russian Hill Pl #2,San Francisco,CA,94133,2750000,2,2.0,Russian Hill,1670,,1957,15,1647,,Active,,,http://www.redfin.com/CA/San-Francisco/8-Russian-Hill-Pl-94133/unit-2/home/143848141,San Francisco MLS,462871,N,Y,37.7984763,-122.414997
MLS Listing,,Multi-Family (2-4 Unit),912 Capp St,San Francisco,CA,94110,1499000,,,Inner Mission,,2156,1900,15,,,Active,October-8-2017 02:00 PM,October-8-2017 03:30 PM,http://www.redfin.com/CA/San-Francisco/912-Capp-St-94110/home/1736141,San Francisco MLS,462868,N,Y,37.7518825,-122.4175615
MLS Listing,,Multi-Family (2-4 Unit),452-454 Lily St,San Francisco,CA,94102,1450000,3,2.0,Hayes Valley,2112,1345,1887,15,687,,Active,,,http://www.redfin.com/CA/San-Francisco/454-Lily-St-94102/home/1771599,San Francisco MLS,461313,N,Y,37.7739291,-122.4283482
MLS Listing,,Condo/Co-op,550 Davis St #19,San Francisco,CA,94111,2500000,3,2.5,Financial District,2020,,1981,15,1238,1242,Active,October-8-2017 01:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/550-Davis-St-94111/unit-19/home/2002881,San Francisco MLS,462915,N,Y,37.7974207,-122.3981644
MLS Listing,,Condo/Co-op,730 Shrader St,San Francisco,CA,94117,1095000,2,1.0,San Francisco County,,3171,1905,15,,150,Active,,,http://www.redfin.com/CA/San-Francisco/730-Shrader-St-94117/home/1676485,BAREIS,21722417,N,Y,37.7679463,-122.4513133
MLS Listing,,Condo/Co-op,635 A Capp St,San Francisco,CA,94119,949000,2,1.0,Inner Mission,845,,1907,15,1123,420,Active,,,http://www.redfin.com/CA/San-Francisco/635-Capp-St-94110/home/12353522,San Francisco MLS,462848,N,Y,37.7565871,-122.417588
MLS Listing,,Condo/Co-op,57 Woodward St Unit A,San Francisco,CA,94103,599000,2,1.0,Inner Mission,892,,1907,16,672,341,Active,,,http://www.redfin.com/CA/San-Francisco/57-Woodward-St-94103/unit-A/home/39977707,San Francisco MLS,462867,N,Y,37.7690337,-122.4207489
MLS Listing,,Single Family Residential,51 Fairfield Way,SAN FRANCISCO,CA,94127,1495000,4,3.0,SAN FRANCISCO,2230,2548,1928,16,670,,Active,October-8-2017 02:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/51-Fairfield-Way-94127/home/2008535,MLSListings,ML81678555,N,Y,37.7271494,-122.4634978
MLS Listing,,Single Family Residential,406 Lansdale Ave,San Francisco,CA,94127,2388000,3,4.5,Sherwood Forest,4509,5174,1975,16,530,,Active,,,http://www.redfin.com/CA/San-Francisco/406-Lansdale-Ave-94127/home/1148234,San Francisco MLS,462473,N,Y,37.7359722,-122.4571359
MLS Listing,,Condo/Co-op,1661 18th St,San Francisco,CA,94107,1095000,2,2.0,Potrero Hill,1045,,1995,16,1048,601,Active,October-8-2017 02:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1661-18th-St-94107/home/906434,San Francisco MLS,462882,N,Y,37.7622808,-122.399193
MLS Listing,,Single Family Residential,191 CAINE Ave,San Francisco,CA,94113-003,859999,2,2.0,Ingleside Terr,1264,2500,1908,16,680,,Active,,,http://www.redfin.com/CA/San-Francisco/191-Caine-Ave-94112/home/1337267,EBRD/CCAR/Bay East,40797558,N,Y,37.7150056,-122.452211
MLS Listing,,Condo/Co-op,1868 Van Ness Ave #402,San Francisco,CA,94109,1379000,2,2.0,Nob Hill,1105,,2017,16,1248,877,Active,,,http://www.redfin.com/CA/San-Francisco/1868-Van-Ness-Ave-94109/unit-402/home/143844112,San Francisco MLS,462861,N,Y,37.7929347,-122.4224765
MLS Listing,,Condo/Co-op,580 Hayes St #404,San Francisco,CA,94102,1029000,1,1.0,Hayes Valley,804,,2017,17,1280,571,Active,,,http://www.redfin.com/CA/San-Francisco/580-Hayes-St-94102/unit-404/home/143844073,San Francisco MLS,462863,N,Y,37.7767788,-122.4259583
MLS Listing,,Condo/Co-op,264 Downey St,San Francisco,CA,94117,1098000,2,2.0,Buena Vista Park,,,1907,17,,,Active,,,http://www.redfin.com/CA/San-Francisco/264-Downey-St-94117/home/1252766,San Francisco MLS,462515,N,Y,37.7640811,-122.4464716
MLS Listing,,Condo/Co-op,262 Downey St,San Francisco,CA,94117,1049000,2,2.0,Buena Vista Park,,,1907,17,,,Active,,,http://www.redfin.com/CA/San-Francisco/262-Downey-St-94117/home/143842638,San Francisco MLS,462514,N,Y,37.7642483,-122.4465049
MLS Listing,,Condo/Co-op,69 Clementina St #403,San Francisco,CA,94105,575000,0,1.0,Yerba Buena,,,2006,17,,322,Active,,,http://www.redfin.com/CA/San-Francisco/69-Clementina-St-94105/unit-000403/home/12330741,San Francisco MLS,462685,N,Y,37.7864193,-122.3963874
MLS Listing,,Condo/Co-op,403 Broderick St #2,San Francisco,CA,94117,1299000,3,2.0,North Panhandle,1445,,1980,17,899,450,Active,,,http://www.redfin.com/CA/San-Francisco/403-Broderick-St-94117/unit-2/home/1236952,San Francisco MLS,462830,N,Y,37.774026,-122.4395515
MLS Listing,,Single Family Residential,371 6th Ave,San Francisco,CA,94118,1995000,3,3.0,Inner Richmond,2269,,1906,17,879,,Active,,,http://www.redfin.com/CA/San-Francisco/371-6th-Ave-94118/home/40628958,San Francisco MLS,462829,N,Y,37.781622,-122.464657
MLS Listing,,Single Family Residential,46 Wilmot St,San Francisco,CA,94115,3695000,4,3.5,Lower Pacific Height,2693,1511,1900,17,1372,,Active,,,http://www.redfin.com/CA/San-Francisco/46-Wilmot-St-94115/home/1877119,San Francisco MLS,462818,N,Y,37.7876882,-122.4327509
MLS Listing,,Single Family Residential,44 Lurmont Ter,San Francisco,CA,94133,2995000,3,2.5,Russian Hill,,3160,1945,17,,,Active,,,http://www.redfin.com/CA/San-Francisco/44-Lurmont-Ter-94133/home/1538072,San Francisco MLS,462773,N,Y,37.8017287,-122.4186732
MLS Listing,,Multi-Family (5+ Unit),1754-1760 Mission St,San Francisco,CA,94110,4150000,5,,Inner Mission,5970,2247,1906,17,695,,Active,,,http://www.redfin.com/CA/San-Francisco/1760-Mission-St-94103/home/143841215,San Francisco MLS,462824,N,Y,37.7689926,-122.4203369
MLS Listing,,Condo/Co-op,455 8th Ave #2,San Francisco,CA,94118,1025000,3,2.0,Inner Richmond,,,,17,,244,Active,,,http://www.redfin.com/CA/San-Francisco/455-8th-Ave-94118/unit-2/home/1705438,San Francisco MLS,462798,N,Y,37.7798195,-122.4665933
MLS Listing,,Single Family Residential,30 Edith St,San Francisco,CA,94133,2995000,3,2.0,Telegraph Hill,2420,2617,,17,1238,,Active,,,http://www.redfin.com/CA/San-Francisco/30-Edith-St-94133/home/2002694,San Francisco MLS,462820,N,Y,37.802925,-122.4086186
MLS Listing,,Multi-Family (5+ Unit),225 Taylor St,San Francisco,CA,94102,4500000,2,,Tenderloin,12825,3375,1910,17,351,,Active,,,http://www.redfin.com/CA/San-Francisco/225-Taylor-St-94102/home/1383234,San Francisco MLS,462766,N,Y,37.7845129,-122.411287
MLS Listing,,Single Family Residential,185 Kensington Way,San Francisco,CA,94127,1569000,4,3.0,Forest Hill Extension,2023,2996,1954,17,776,,Active,,,http://www.redfin.com/CA/San-Francisco/185-Kensington-Way-94127/home/687357,San Francisco MLS,462230,N,Y,37.7421994,-122.4610988
MLS Listing,,Condo/Co-op,2179 15th St,San Francisco,CA,94114,1395000,2,1.0,Duboce Triangle,1162,,1942,17,1201,,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2179-15th-St-94114/home/143840279,San Francisco MLS,462665,N,Y,37.765695,-122.432802
MLS Listing,,Condo/Co-op,4 15th Ave,San Francisco,CA,94118,1998000,3,2.0,Lake,1900,,1940,18,1052,200,Active,,,http://www.redfin.com/CA/San-Francisco/4-15th-Ave-94118/home/873166,San Francisco MLS,462816,N,Y,37.786991,-122.474068
MLS Listing,,Single Family Residential,1325 Lake St,SAN FRANCISCO,CA,94118,3000000,6,3.0,SAN FRANCISCO,2485,3750,1912,18,1207,,Active,,,http://www.redfin.com/CA/San-Francisco/1325-Lake-St-94118/home/1530683,MLSListings,ML81678281,N,Y,37.7860702,-122.4737445
MLS Listing,,Single Family Residential,2622 Chestnut St,San Francisco,CA,94123,5295000,4,4.5,Cow Hollow,,,1925,19,,,Active,October-8-2017 02:30 PM,October-8-2017 04:30 PM,http://www.redfin.com/CA/San-Francisco/2622-Chestnut-St-94123/home/583555,San Francisco MLS,462159,N,Y,37.7996938,-122.4466531
MLS Listing,,Condo/Co-op,1245 16th Ave,San Francisco,CA,94122,1199000,2,2.0,Inner Sunset,1414,,1925,19,848,375,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1245-16th-Ave-94122/home/1364302,San Francisco MLS,462716,N,Y,37.764728,-122.474315
MLS Listing,,Single Family Residential,44 Inverness Dr,San Francisco,CA,94132,1395000,4,3.0,Lake Shore,1889,2896,1941,19,738,,Active,,,http://www.redfin.com/CA/San-Francisco/44-Inverness-Dr-94132/home/1151211,San Francisco MLS,462764,N,Y,37.7334578,-122.4825905
MLS Listing,,Condo/Co-op,2365 Bush St,San Francisco,CA,94115,1895000,3,1.5,Lower Pacific Height,1668,,1900,19,1136,350,Active,,,http://www.redfin.com/CA/San-Francisco/2365-Bush-St-94115/home/1507054,San Francisco MLS,462539,N,Y,37.786389,-122.436154
MLS Listing,,Single Family Residential,1880 Turk St,San Francisco,CA,94115,4000000,9,7.0,Anza Vista,7500,6390,1900,19,533,,Active,,,http://www.redfin.com/CA/San-Francisco/1880-Turk-St-94115/home/1992046,San Francisco MLS,462753,N,Y,37.7797011,-122.44018
MLS Listing,,Condo/Co-op,704 Great Hwy #2,San Francisco,CA,94121,1250000,3,2.0,Outer Richmond,1363,,1990,19,917,300,Active,,,http://www.redfin.com/CA/San-Francisco/704-Great-Hwy-94121/unit-2/home/621189,San Francisco MLS,461820,N,Y,37.7748243,-122.5109814
MLS Listing,,Condo/Co-op,50 Lansing St #508,San Francisco,CA,94105,849000,1,1.0,South Beach,847,,2006,20,1002,720,Active,,,http://www.redfin.com/CA/San-Francisco/50-Lansing-St-94105/unit-000508/home/12330786,San Francisco MLS,462778,N,Y,37.7861346,-122.3942513
MLS Listing,,Condo/Co-op,260 King St #531,San Francisco,CA,94107,760000,1,1.0,Mission Bay,693,,2004,20,1097,728,Active,,,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-531/home/12331112,San Francisco MLS,462787,N,Y,37.7772049,-122.3940134
MLS Listing,,Single Family Residential,2315 Lawton St,San Francisco,CA,94122,1150000,2,2.0,Central Sunset,1676,3123,1935,20,686,,Active,,,http://www.redfin.com/CA/San-Francisco/2315-Lawton-St-94122/home/1573697,San Francisco MLS,462724,N,Y,37.7572883,-122.487803
MLS Listing,,Condo/Co-op,51 Innes Ct #407,San Francisco,CA,94124,1330000,3,2.0,Hunters Point,1557,,2017,20,854,678,Active,,,http://www.redfin.com/CA/San-Francisco/51-Innes-Ct-94124/unit-407/home/143823049,San Francisco MLS,462785,N,Y,37.7275653,-122.368191
MLS Listing,,Condo/Co-op,51 Innes Ct #212,San Francisco,CA,94124,1035000,2,2.0,Hunters Point,1080,,2017,20,958,563,Active,,,http://www.redfin.com/CA/San-Francisco/51-Innes-Ct-94124/unit-212/home/143822987,San Francisco MLS,462783,N,Y,37.7275653,-122.368191
MLS Listing,,Condo/Co-op,51 Innes Ct #210,San Francisco,CA,94124,775000,1,1.0,Hunters Point,740,,2017,20,1047,499,Active,,,http://www.redfin.com/CA/San-Francisco/51-Innes-Ct-94124/unit-210/home/143822955,San Francisco MLS,462779,N,Y,37.7275653,-122.368191
MLS Listing,,Condo/Co-op,851 Van Ness Ave #108,San Francisco,CA,94109,1029000,2,2.0,Van Ness/Civic Center,1240,,2002,20,830,688,Active,October-5-2017 05:30 PM,October-5-2017 06:30 PM,http://www.redfin.com/CA/San-Francisco/851-Van-Ness-Ave-94109/unit-108/home/1513231,San Francisco MLS,462776,N,Y,37.783536,-122.4213926
MLS Listing,,Single Family Residential,311 De Long St,San Francisco,CA,94112,898000,2,2.0,Outer Mission,1554,2495,1941,20,578,,Active,,,http://www.redfin.com/CA/San-Francisco/311-De-Long-St-94112/home/1672733,San Francisco MLS,462775,N,Y,37.709399,-122.464853
MLS Listing,,Condo/Co-op,1177 California St #1618,San Francisco,CA,94108,2295000,2,2.0,Nob Hill,,,1978,20,,1176,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-1618/home/1973584,San Francisco MLS,462760,N,Y,37.7910302,-122.4137217
